Water level ,Time,Date
1.05,8:18:00 AM,6/27/2022
1.02,8:24:00 AM,6/27/2022
0.98,8:30:00 AM,6/27/2022
0.92,8:36:00 AM,6/27/2022
0.89,8:42:00 AM,6/27/2022
0.75,8:48:00 AM,6/27/2022
0.8,8:54:00 AM,6/27/2022
0.74,9:00:00 AM,6/27/2022
0.7,9:06:00 AM,6/27/2022
0.63,9:12:00 AM,6/27/2022
0.54,9:18:00 AM,6/27/2022
0.5,9:24:00 AM,6/27/2022
0.37,9:36:00 AM,6/27/2022
0.33,9:42:00 AM,6/27/2022
0.25,9:48:28 AM,6/27/2022
0.17,9:54:28 AM,6/27/2022
0.14,10:00:29 AM,6/27/2022
0.08,10:06:29 AM,6/27/2022
0.01,10:12:28 AM,6/27/2022
-0.02,10:18:29 AM,6/27/2022
-0.1,10:24:29 AM,6/27/2022
-0.19,10:30:28 AM,6/27/2022
-0.28,10:36:29 AM,6/27/2022
-0.32,10:42:34 AM,6/27/2022
-0.42,10:48:29 AM,6/27/2022
-0.49,10:54:32 AM,6/27/2022
-0.55,11:00:33 AM,6/27/2022
-0.64,11:06:29 AM,6/27/2022
-0.73,11:12:32 AM,6/27/2022
-0.79,11:18:00 AM,6/27/2022
-0.85,11:24:00 AM,6/27/2022
-0.97,11:36:00 AM,6/27/2022
-1.06,11:42:00 AM,6/27/2022
-1.19,11:48:00 AM,6/27/2022
-1.2,11:54:00 AM,6/27/2022
-1.35,12:00:00 PM,6/27/2022
-1.39,12:06:00 PM,6/27/2022
-1.42,12:12:00 PM,6/27/2022
-1.53,12:18:00 PM,6/27/2022
-1.59,12:24:00 PM,6/27/2022
-1.61,12:30:00 PM,6/27/2022
-1.68,12:36:00 PM,6/27/2022
-1.73,12:42:00 PM,6/27/2022
-1.82,12:48:00 PM,6/27/2022
-1.9,12:54:00 PM,6/27/2022
-1.91,1:00:00 PM,6/27/2022
-1.93,1:06:00 PM,6/27/2022
-2.01,1:12:00 PM,6/27/2022
-2.07,1:18:00 PM,6/27/2022
-2.03,1:24:00 PM,6/27/2022
-2.03,1:30:00 PM,6/27/2022
-2.08,1:36:00 PM,6/27/2022
-2.01,1:42:00 PM,6/27/2022
-2.02,1:48:00 PM,6/27/2022
-2.02,1:54:00 PM,6/27/2022
-1.97,2:00:00 PM,6/27/2022
-1.98,2:06:00 PM,6/27/2022
-1.91,2:12:00 PM,6/27/2022
-1.88,2:18:00 PM,6/27/2022
-1.82,2:24:00 PM,6/27/2022
-1.77,2:30:00 PM,6/27/2022
-1.69,2:36:00 PM,6/27/2022
-1.73,2:42:00 PM,6/27/2022
-1.62,2:48:00 PM,6/27/2022
-1.58,2:54:00 PM,6/27/2022
-1.55,3:00:00 PM,6/27/2022
-1.42,3:06:00 PM,6/27/2022
-1.35,3:12:00 PM,6/27/2022
-1.3,3:18:00 PM,6/27/2022
-1.26,3:24:00 PM,6/27/2022
-1.17,3:30:00 PM,6/27/2022
-1.07,3:36:00 PM,6/27/2022
-1.03,3:42:00 PM,6/27/2022
-0.93,3:48:00 PM,6/27/2022
-0.86,3:54:00 PM,6/27/2022
-0.76,4:00:00 PM,6/27/2022
-0.73,4:06:00 PM,6/27/2022
-0.6,4:12:00 PM,6/27/2022
-0.48,4:18:00 PM,6/27/2022
-0.4,4:24:00 PM,6/27/2022
-0.3,4:30:00 PM,6/27/2022
-0.18,4:36:00 PM,6/27/2022
-0.14,4:42:00 PM,6/27/2022
-0.02,4:48:00 PM,6/27/2022
0.04,4:54:00 PM,6/27/2022
0.12,5:00:00 PM,6/27/2022
0.21,5:06:00 PM,6/27/2022
0.31,5:12:00 PM,6/27/2022
0.42,5:18:00 PM,6/27/2022
0.49,5:24:00 PM,6/27/2022
0.62,5:30:00 PM,6/27/2022
0.68,5:36:00 PM,6/27/2022
0.79,5:42:00 PM,6/27/2022
0.83,5:48:00 PM,6/27/2022
0.97,5:54:00 PM,6/27/2022
1.03,6:00:00 PM,6/27/2022
1.13,6:06:00 PM,6/27/2022
1.22,6:12:00 PM,6/27/2022
1.28,6:18:00 PM,6/27/2022
1.36,6:24:00 PM,6/27/2022
1.44,6:30:00 PM,6/27/2022
1.52,6:36:00 PM,6/27/2022
1.61,6:42:00 PM,6/27/2022
1.68,6:48:00 PM,6/27/2022
1.77,6:54:00 PM,6/27/2022
1.8,7:00:00 PM,6/27/2022
1.88,7:06:00 PM,6/27/2022
1.94,7:12:00 PM,6/27/2022
1.95,7:18:00 PM,6/27/2022
2.01,7:24:00 PM,6/27/2022
2.05,7:30:00 PM,6/27/2022
2.14,7:36:00 PM,6/27/2022
2.17,7:42:00 PM,6/27/2022
2.17,7:48:00 PM,6/27/2022
2.22,7:54:00 PM,6/27/2022
2.23,8:00:00 PM,6/27/2022
2.25,8:06:00 PM,6/27/2022
2.28,8:12:00 PM,6/27/2022
2.28,8:18:00 PM,6/27/2022
2.25,8:24:00 PM,6/27/2022
2.24,8:30:00 PM,6/27/2022
2.21,8:36:00 PM,6/27/2022
2.12,8:42:00 PM,6/27/2022
2.15,8:48:00 PM,6/27/2022
2.13,8:54:00 PM,6/27/2022
2.04,9:00:00 PM,6/27/2022
2.01,9:06:00 PM,6/27/2022
1.9,9:12:00 PM,6/27/2022
1.86,9:18:00 PM,6/27/2022
1.78,9:24:00 PM,6/27/2022
1.66,9:30:00 PM,6/27/2022
1.65,9:36:00 PM,6/27/2022
1.57,9:42:00 PM,6/27/2022
1.51,9:48:00 PM,6/27/2022
1.44,9:54:00 PM,6/27/2022
1.39,10:00:00 PM,6/27/2022
1.31,10:06:00 PM,6/27/2022
1.28,10:12:00 PM,6/27/2022
1.21,10:18:00 PM,6/27/2022
1.14,10:24:00 PM,6/27/2022
1.07,10:30:00 PM,6/27/2022
0.98,10:36:00 PM,6/27/2022
0.9,10:42:00 PM,6/27/2022
0.8,10:48:00 PM,6/27/2022
0.76,10:54:00 PM,6/27/2022
0.69,11:00:00 PM,6/27/2022
0.61,11:06:00 PM,6/27/2022
0.53,11:12:00 PM,6/27/2022
0.47,11:18:00 PM,6/27/2022
0.39,11:24:00 PM,6/27/2022
0.31,11:30:00 PM,6/27/2022
0.24,11:36:00 PM,6/27/2022
0.14,11:42:00 PM,6/27/2022
0.08,11:48:00 PM,6/27/2022
0.02,11:54:00 PM,6/27/2022
-0.08,12:00:00 AM,6/28/2022
-0.13,12:06:00 AM,6/28/2022
-0.25,12:12:00 AM,6/28/2022
-0.3,12:18:00 AM,6/28/2022
-0.38,12:24:00 AM,6/28/2022
-0.46,12:30:00 AM,6/28/2022
-0.54,12:36:00 AM,6/28/2022
-0.61,12:42:00 AM,6/28/2022
-0.7,12:48:00 AM,6/28/2022
-0.74,12:54:00 AM,6/28/2022
-0.83,1:00:00 AM,6/28/2022
-0.91,1:06:00 AM,6/28/2022
-0.98,1:12:00 AM,6/28/2022
-1.07,1:18:00 AM,6/28/2022
-1.15,1:24:00 AM,6/28/2022
-1.21,1:30:00 AM,6/28/2022
-1.28,1:36:00 AM,6/28/2022
-1.35,1:42:00 AM,6/28/2022
-1.43,1:48:00 AM,6/28/2022
-1.47,1:54:00 AM,6/28/2022
-1.53,2:00:00 AM,6/28/2022
-1.6,2:06:00 AM,6/28/2022
-1.64,2:12:00 AM,6/28/2022
-1.7,2:18:00 AM,6/28/2022
-1.75,2:24:00 AM,6/28/2022
-1.78,2:30:00 AM,6/28/2022
-1.82,2:36:00 AM,6/28/2022
-1.84,2:42:00 AM,6/28/2022
-1.86,2:48:00 AM,6/28/2022
-1.87,2:54:00 AM,6/28/2022
-1.85,3:00:00 AM,6/28/2022
-1.83,3:06:00 AM,6/28/2022
-1.81,3:12:00 AM,6/28/2022
-1.76,3:18:00 AM,6/28/2022
-1.73,3:24:00 AM,6/28/2022
-1.67,3:30:00 AM,6/28/2022
-1.62,3:36:00 AM,6/28/2022
-1.52,3:42:00 AM,6/28/2022
-1.46,3:48:00 AM,6/28/2022
-1.42,3:54:00 AM,6/28/2022
-1.34,4:00:00 AM,6/28/2022
-1.29,4:06:00 AM,6/28/2022
-1.23,4:12:00 AM,6/28/2022
-1.16,4:18:00 AM,6/28/2022
-1.13,4:24:00 AM,6/28/2022
-1.06,4:30:00 AM,6/28/2022
-1.02,4:36:00 AM,6/28/2022
-0.96,4:42:00 AM,6/28/2022
-0.94,4:48:00 AM,6/28/2022
-0.85,4:54:00 AM,6/28/2022
-0.8,5:00:00 AM,6/28/2022
-0.7,5:06:00 AM,6/28/2022
-0.67,5:12:00 AM,6/28/2022
-0.62,5:18:00 AM,6/28/2022
-0.54,5:24:00 AM,6/28/2022
-0.28,5:48:00 AM,6/28/2022
-0.2,5:54:00 AM,6/28/2022
-0.14,6:00:00 AM,6/28/2022
-0.11,6:06:00 AM,6/28/2022
-0.01,6:12:00 AM,6/28/2022
0.04,6:18:00 AM,6/28/2022
0.12,6:24:00 AM,6/28/2022
0.18,6:30:00 AM,6/28/2022
0.26,6:36:00 AM,6/28/2022
0.31,6:42:00 AM,6/28/2022
0.33,6:48:00 AM,6/28/2022
0.42,6:54:00 AM,6/28/2022
0.51,7:00:00 AM,6/28/2022
0.54,7:06:00 AM,6/28/2022
0.59,7:12:00 AM,6/28/2022
0.65,7:18:00 AM,6/28/2022
0.67,7:24:00 AM,6/28/2022
0.73,7:30:00 AM,6/28/2022
0.76,7:36:00 AM,6/28/2022
0.81,7:42:00 AM,6/28/2022
0.85,7:48:00 AM,6/28/2022
0.87,7:54:00 AM,6/28/2022
0.9,8:00:00 AM,6/28/2022
0.92,8:06:00 AM,6/28/2022
0.93,8:12:00 AM,6/28/2022
0.94,8:18:00 AM,6/28/2022
0.96,8:24:00 AM,6/28/2022
0.93,8:30:00 AM,6/28/2022
0.91,8:36:00 AM,6/28/2022
0.86,8:42:00 AM,6/28/2022
0.85,8:48:00 AM,6/28/2022
0.81,8:54:00 AM,6/28/2022
0.73,9:00:00 AM,6/28/2022
0.69,9:06:00 AM,6/28/2022
0.68,9:12:00 AM,6/28/2022
0.58,9:18:00 AM,6/28/2022
0.55,9:24:00 AM,6/28/2022
0.51,9:30:00 AM,6/28/2022
0.47,9:36:00 AM,6/28/2022
0.42,9:42:00 AM,6/28/2022
0.33,9:48:00 AM,6/28/2022
0.19,9:54:00 AM,6/28/2022
0.25,10:00:00 AM,6/28/2022
0.14,10:06:00 AM,6/28/2022
0.1,10:12:00 AM,6/28/2022
0.03,10:18:00 AM,6/28/2022
-0.02,10:24:00 AM,6/28/2022
-0.05,10:30:00 AM,6/28/2022
-0.12,10:36:00 AM,6/28/2022
-0.16,10:42:00 AM,6/28/2022
-0.19,10:48:00 AM,6/28/2022
-0.3,10:54:00 AM,6/28/2022
-0.31,11:00:00 AM,6/28/2022
-0.42,11:06:00 AM,6/28/2022
-0.52,11:12:00 AM,6/28/2022
-0.56,11:18:00 AM,6/28/2022
-0.59,11:24:00 AM,6/28/2022
-0.69,11:30:00 AM,6/28/2022
-0.73,11:36:00 AM,6/28/2022
-0.81,11:42:00 AM,6/28/2022
-0.89,11:48:00 AM,6/28/2022
-0.93,11:54:00 AM,6/28/2022
-1,12:00:00 PM,6/28/2022
-1.06,12:06:00 PM,6/28/2022
-1.14,12:12:00 PM,6/28/2022
-1.24,12:18:00 PM,6/28/2022
-1.27,12:24:00 PM,6/28/2022
-1.39,12:36:00 PM,6/28/2022
-1.43,12:42:00 PM,6/28/2022
-1.5,12:48:00 PM,6/28/2022
-1.55,12:54:00 PM,6/28/2022
-1.62,1:00:00 PM,6/28/2022
-1.69,1:06:00 PM,6/28/2022
-1.76,1:12:00 PM,6/28/2022
-1.82,1:18:00 PM,6/28/2022
-1.88,1:24:00 PM,6/28/2022
-1.93,1:30:00 PM,6/28/2022
-1.96,1:36:00 PM,6/28/2022
-2.02,1:42:00 PM,6/28/2022
-2.04,1:48:00 PM,6/28/2022
-2.05,1:54:00 PM,6/28/2022
-2.1,2:00:00 PM,6/28/2022
-2.12,2:06:00 PM,6/28/2022
-2.18,2:12:00 PM,6/28/2022
-2.17,2:18:00 PM,6/28/2022
-2.14,2:24:00 PM,6/28/2022
-2.19,2:30:00 PM,6/28/2022
-2.12,2:36:00 PM,6/28/2022
-2.11,2:42:00 PM,6/28/2022
-2.11,2:48:00 PM,6/28/2022
-2.01,2:54:00 PM,6/28/2022
-1.96,3:00:00 PM,6/28/2022
-1.91,3:06:00 PM,6/28/2022
-1.85,3:12:00 PM,6/28/2022
-1.77,3:18:00 PM,6/28/2022
-1.71,3:24:00 PM,6/28/2022
-1.62,3:30:00 PM,6/28/2022
-1.54,3:36:00 PM,6/28/2022
-1.48,3:42:00 PM,6/28/2022
-1.38,3:48:00 PM,6/28/2022
-1.29,3:54:00 PM,6/28/2022
-1.24,4:00:00 PM,6/28/2022
-1.18,4:06:00 PM,6/28/2022
-1.1,4:12:00 PM,6/28/2022
-1.06,4:18:00 PM,6/28/2022
-1.07,4:24:00 PM,6/28/2022
-0.89,4:30:00 PM,6/28/2022
-0.83,4:36:00 PM,6/28/2022
-0.77,4:42:00 PM,6/28/2022
-0.67,4:48:00 PM,6/28/2022
-0.55,4:54:00 PM,6/28/2022
-0.47,5:00:00 PM,6/28/2022
-0.39,5:06:00 PM,6/28/2022
-0.28,5:12:00 PM,6/28/2022
-0.2,5:18:00 PM,6/28/2022
-0.12,5:24:00 PM,6/28/2022
-0.04,5:30:00 PM,6/28/2022
0.06,5:36:00 PM,6/28/2022
0.15,5:42:00 PM,6/28/2022
0.23,5:48:00 PM,6/28/2022
0.33,5:54:00 PM,6/28/2022
0.39,6:00:00 PM,6/28/2022
0.49,6:06:00 PM,6/28/2022
0.59,6:12:00 PM,6/28/2022
0.67,6:18:00 PM,6/28/2022
0.76,6:24:00 PM,6/28/2022
0.84,6:30:00 PM,6/28/2022
0.93,6:36:00 PM,6/28/2022
1.01,6:42:00 PM,6/28/2022
1.11,6:48:00 PM,6/28/2022
1.19,6:54:00 PM,6/28/2022
1.25,7:00:00 PM,6/28/2022
1.35,7:06:00 PM,6/28/2022
1.42,7:12:00 PM,6/28/2022
1.52,7:18:00 PM,6/28/2022
1.57,7:24:00 PM,6/28/2022
1.5,7:30:00 PM,6/28/2022
1.71,7:36:00 PM,6/28/2022
1.8,7:42:00 PM,6/28/2022
1.83,7:48:00 PM,6/28/2022
1.9,7:54:00 PM,6/28/2022
1.94,8:00:00 PM,6/28/2022
2.02,8:06:00 PM,6/28/2022
2.07,8:12:00 PM,6/28/2022
2.09,8:18:00 PM,6/28/2022
2.13,8:24:00 PM,6/28/2022
2.17,8:30:00 PM,6/28/2022
2.18,8:36:00 PM,6/28/2022
2.18,8:42:00 PM,6/28/2022
2.21,8:48:00 PM,6/28/2022
2.21,8:54:00 PM,6/28/2022
2.2,9:00:00 PM,6/28/2022
2.19,9:06:00 PM,6/28/2022
2.14,9:12:00 PM,6/28/2022
2.11,9:18:00 PM,6/28/2022
2.08,9:24:00 PM,6/28/2022
2,9:30:00 PM,6/28/2022
2,9:36:00 PM,6/28/2022
1.94,9:42:00 PM,6/28/2022
1.89,9:48:00 PM,6/28/2022
1.81,9:54:00 PM,6/28/2022
1.74,10:00:00 PM,6/28/2022
1.68,10:06:00 PM,6/28/2022
1.63,10:12:00 PM,6/28/2022
1.57,10:18:00 PM,6/28/2022
1.52,10:24:00 PM,6/28/2022
1.44,10:30:00 PM,6/28/2022
1.38,10:36:00 PM,6/28/2022
1.32,10:42:00 PM,6/28/2022
1.26,10:48:00 PM,6/28/2022
1.2,10:54:00 PM,6/28/2022
1.15,11:00:00 PM,6/28/2022
1.07,11:06:00 PM,6/28/2022
1.02,11:12:00 PM,6/28/2022
0.96,11:18:00 PM,6/28/2022
0.88,11:24:00 PM,6/28/2022
0.82,11:30:00 PM,6/28/2022
0.76,11:36:00 PM,6/28/2022
0.69,11:42:00 PM,6/28/2022
0.61,11:48:00 PM,6/28/2022
0.55,11:54:00 PM,6/28/2022
0.49,12:00:00 AM,6/29/2022
0.4,12:06:00 AM,6/29/2022
0.34,12:12:00 AM,6/29/2022
0.26,12:18:00 AM,6/29/2022
0.2,12:24:00 AM,6/29/2022
0.11,12:30:00 AM,6/29/2022
0.04,12:36:00 AM,6/29/2022
-0.06,12:42:00 AM,6/29/2022
-0.14,12:48:00 AM,6/29/2022
-0.21,12:54:00 AM,6/29/2022
-0.3,1:00:00 AM,6/29/2022
-0.36,1:06:00 AM,6/29/2022
-0.46,1:12:00 AM,6/29/2022
-0.53,1:18:00 AM,6/29/2022
-0.63,1:24:00 AM,6/29/2022
-0.77,1:36:00 AM,6/29/2022
-0.86,1:42:00 AM,6/29/2022
-0.96,1:48:00 AM,6/29/2022
-1,1:54:00 AM,6/29/2022
-1.12,2:00:00 AM,6/29/2022
-1.17,2:06:00 AM,6/29/2022
-1.23,2:12:00 AM,6/29/2022
-1.28,2:18:00 AM,6/29/2022
-1.36,2:24:00 AM,6/29/2022
-1.59,2:48:00 AM,6/29/2022
-1.65,2:54:00 AM,6/29/2022
-1.69,3:00:00 AM,6/29/2022
-1.71,3:06:00 AM,6/29/2022
-1.79,3:12:00 AM,6/29/2022
-1.82,3:18:00 AM,6/29/2022
-1.85,3:24:00 AM,6/29/2022
-1.84,3:30:00 AM,6/29/2022
-1.85,3:36:00 AM,6/29/2022
-1.79,3:42:00 AM,6/29/2022
-1.75,3:48:00 AM,6/29/2022
-1.68,3:54:00 AM,6/29/2022
-1.61,4:00:00 AM,6/29/2022
-1.56,4:06:00 AM,6/29/2022
-1.53,4:12:00 AM,6/29/2022
-1.45,4:18:00 AM,6/29/2022
-1.42,4:24:00 AM,6/29/2022
-1.29,4:36:00 AM,6/29/2022
-1.22,4:42:00 AM,6/29/2022
-1.15,4:48:00 AM,6/29/2022
-1.12,4:54:00 AM,6/29/2022
-1.06,5:00:00 AM,6/29/2022
-1.03,5:06:00 AM,6/29/2022
-0.98,5:12:00 AM,6/29/2022
-0.92,5:18:00 AM,6/29/2022
-0.88,5:24:00 AM,6/29/2022
-0.8,5:30:00 AM,6/29/2022
-0.73,5:36:00 AM,6/29/2022
-0.67,5:42:00 AM,6/29/2022
-0.63,5:48:00 AM,6/29/2022
-0.56,5:54:00 AM,6/29/2022
-0.49,6:00:00 AM,6/29/2022
-0.42,6:06:00 AM,6/29/2022
-0.34,6:12:00 AM,6/29/2022
-0.26,6:18:00 AM,6/29/2022
-0.19,6:24:00 AM,6/29/2022
-0.05,6:36:00 AM,6/29/2022
0.04,6:42:00 AM,6/29/2022
0.13,6:48:00 AM,6/29/2022
0.2,6:54:00 AM,6/29/2022
0.29,7:00:00 AM,6/29/2022
0.37,7:06:00 AM,6/29/2022
0.42,7:12:00 AM,6/29/2022
0.48,7:18:00 AM,6/29/2022
0.53,7:24:00 AM,6/29/2022
0.6,7:30:00 AM,6/29/2022
0.65,7:36:00 AM,6/29/2022
0.69,7:42:00 AM,6/29/2022
0.75,7:48:00 AM,6/29/2022
0.82,7:54:00 AM,6/29/2022
0.86,8:00:00 AM,6/29/2022
0.88,8:06:00 AM,6/29/2022
0.94,8:12:00 AM,6/29/2022
0.99,8:18:00 AM,6/29/2022
1.02,8:24:00 AM,6/29/2022
1.06,8:30:00 AM,6/29/2022
1.11,8:36:00 AM,6/29/2022
1.14,8:42:00 AM,6/29/2022
1.15,8:48:00 AM,6/29/2022
1.17,8:54:00 AM,6/29/2022
1.21,9:00:00 AM,6/29/2022
1.2,9:06:00 AM,6/29/2022
1.21,9:12:00 AM,6/29/2022
1.21,9:18:00 AM,6/29/2022
1.2,9:24:00 AM,6/29/2022
1.18,9:30:00 AM,6/29/2022
1.13,9:36:00 AM,6/29/2022
1.04,9:42:00 AM,6/29/2022
1.02,9:48:00 AM,6/29/2022
0.98,9:54:00 AM,6/29/2022
0.94,10:00:00 AM,6/29/2022
0.84,10:06:00 AM,6/29/2022
0.78,10:12:00 AM,6/29/2022
0.75,10:18:00 AM,6/29/2022
0.71,10:24:00 AM,6/29/2022
0.65,10:30:00 AM,6/29/2022
0.6,10:36:00 AM,6/29/2022
0.55,10:42:00 AM,6/29/2022
0.48,10:48:00 AM,6/29/2022
0.42,10:54:00 AM,6/29/2022
0.36,11:00:00 AM,6/29/2022
0.29,11:06:00 AM,6/29/2022
0.21,11:12:00 AM,6/29/2022
0.14,11:18:00 AM,6/29/2022
0.09,11:24:00 AM,6/29/2022
-0.04,11:36:00 AM,6/29/2022
-0.12,11:42:00 AM,6/29/2022
-0.18,11:48:00 AM,6/29/2022
-0.28,11:54:00 AM,6/29/2022
-0.33,12:00:00 PM,6/29/2022
-0.42,12:06:00 PM,6/29/2022
-0.48,12:12:00 PM,6/29/2022
-0.56,12:18:00 PM,6/29/2022
-0.63,12:24:00 PM,6/29/2022
-0.76,12:30:00 PM,6/29/2022
-0.77,12:36:00 PM,6/29/2022
-0.82,12:42:00 PM,6/29/2022
-0.99,12:48:00 PM,6/29/2022
-0.98,12:54:00 PM,6/29/2022
-1.02,1:00:00 PM,6/29/2022
-1.08,1:06:00 PM,6/29/2022
-1.17,1:12:00 PM,6/29/2022
-1.26,1:18:00 PM,6/29/2022
-1.34,1:24:00 PM,6/29/2022
-1.41,1:30:00 PM,6/29/2022
-1.47,1:36:00 PM,6/29/2022
-1.53,1:42:00 PM,6/29/2022
-1.6,1:48:00 PM,6/29/2022
-1.68,1:54:00 PM,6/29/2022
-1.72,2:00:00 PM,6/29/2022
-1.8,2:06:00 PM,6/29/2022
-1.83,2:12:00 PM,6/29/2022
-1.88,2:18:00 PM,6/29/2022
-1.93,2:24:00 PM,6/29/2022
-1.95,2:36:00 PM,6/29/2022
-1.96,2:42:00 PM,6/29/2022
-1.98,2:48:00 PM,6/29/2022
-2,2:54:00 PM,6/29/2022
-2.01,3:00:00 PM,6/29/2022
-1.96,3:06:00 PM,6/29/2022
-1.93,3:12:00 PM,6/29/2022
-1.88,3:18:00 PM,6/29/2022
-1.82,3:24:00 PM,6/29/2022
-1.77,3:30:00 PM,6/29/2022
-1.69,3:36:00 PM,6/29/2022
-1.63,3:42:00 PM,6/29/2022
-1.62,3:48:00 PM,6/29/2022
-1.6,3:54:00 PM,6/29/2022
-1.54,4:00:00 PM,6/29/2022
-1.49,4:06:00 PM,6/29/2022
-1.43,4:12:00 PM,6/29/2022
-1.35,4:18:00 PM,6/29/2022
-1.29,4:24:00 PM,6/29/2022
-1.23,4:30:00 PM,6/29/2022
-1.17,4:36:00 PM,6/29/2022
-1.11,4:42:00 PM,6/29/2022
-1.07,4:48:00 PM,6/29/2022
-0.97,4:54:00 PM,6/29/2022
-0.95,5:00:00 PM,6/29/2022
-0.83,5:06:00 PM,6/29/2022
-0.73,5:12:00 PM,6/29/2022
-0.66,5:18:00 PM,6/29/2022
-0.61,5:24:00 PM,6/29/2022
-0.52,5:30:00 PM,6/29/2022
-0.42,5:36:00 PM,6/29/2022
-0.37,5:42:00 PM,6/29/2022
-0.3,5:48:00 PM,6/29/2022
-0.23,5:54:00 PM,6/29/2022
-0.14,6:00:00 PM,6/29/2022
-0.06,6:06:00 PM,6/29/2022
0.05,6:12:00 PM,6/29/2022
0.12,6:18:00 PM,6/29/2022
0.2,6:24:00 PM,6/29/2022
0.28,6:30:00 PM,6/29/2022
0.35,6:36:00 PM,6/29/2022
0.43,6:42:00 PM,6/29/2022
0.54,6:48:00 PM,6/29/2022
0.61,6:54:00 PM,6/29/2022
0.71,7:00:00 PM,6/29/2022
0.76,7:06:00 PM,6/29/2022
0.86,7:12:00 PM,6/29/2022
0.93,7:18:00 PM,6/29/2022
1.02,7:24:00 PM,6/29/2022
1.09,7:30:00 PM,6/29/2022
1.2,7:36:00 PM,6/29/2022
1.24,7:42:00 PM,6/29/2022
1.31,7:48:00 PM,6/29/2022
1.39,7:54:00 PM,6/29/2022
1.48,8:00:00 PM,6/29/2022
1.51,8:06:00 PM,6/29/2022
1.58,8:12:00 PM,6/29/2022
1.63,8:18:00 PM,6/29/2022
1.69,8:24:00 PM,6/29/2022
1.77,8:30:00 PM,6/29/2022
1.83,8:36:00 PM,6/29/2022
1.88,8:42:00 PM,6/29/2022
1.93,8:48:00 PM,6/29/2022
1.98,8:54:00 PM,6/29/2022
2.06,9:00:00 PM,6/29/2022
2.11,9:06:00 PM,6/29/2022
2.16,9:12:00 PM,6/29/2022
2.19,9:18:00 PM,6/29/2022
2.21,9:24:00 PM,6/29/2022
2.23,9:30:00 PM,6/29/2022
2.23,9:36:00 PM,6/29/2022
2.21,9:42:00 PM,6/29/2022
2.2,9:48:00 PM,6/29/2022
2.19,9:54:00 PM,6/29/2022
2.14,10:00:00 PM,6/29/2022
2.07,10:06:00 PM,6/29/2022
2.07,10:12:00 PM,6/29/2022
2.04,10:18:00 PM,6/29/2022
1.99,10:24:00 PM,6/29/2022
1.93,10:30:00 PM,6/29/2022
1.87,10:36:00 PM,6/29/2022
1.81,10:42:00 PM,6/29/2022
1.7,10:48:00 PM,6/29/2022
1.65,10:54:00 PM,6/29/2022
1.59,11:00:00 PM,6/29/2022
1.5,11:06:00 PM,6/29/2022
1.45,11:12:00 PM,6/29/2022
1.37,11:18:00 PM,6/29/2022
1.33,11:24:00 PM,6/29/2022
1.28,11:30:00 PM,6/29/2022
1.19,11:36:00 PM,6/29/2022
1.12,11:42:00 PM,6/29/2022
1.06,11:48:00 PM,6/29/2022
1,11:54:00 PM,6/29/2022
0.94,12:00:00 AM,6/30/2022
0.84,12:06:00 AM,6/30/2022
0.79,12:12:00 AM,6/30/2022
0.69,12:18:00 AM,6/30/2022
0.61,12:24:00 AM,6/30/2022
0.41,12:36:00 AM,6/30/2022
0.35,12:42:00 AM,6/30/2022
0.26,12:48:00 AM,6/30/2022
0.15,12:54:00 AM,6/30/2022
0.1,1:00:00 AM,6/30/2022
0.03,1:06:00 AM,6/30/2022
-0.1,1:12:00 AM,6/30/2022
-0.17,1:18:00 AM,6/30/2022
-0.24,1:24:00 AM,6/30/2022
-0.44,1:36:00 AM,6/30/2022
-0.5,1:42:00 AM,6/30/2022
-0.62,1:48:00 AM,6/30/2022
-0.71,1:54:00 AM,6/30/2022
-0.79,2:00:00 AM,6/30/2022
-0.9,2:06:00 AM,6/30/2022
-0.95,2:12:00 AM,6/30/2022
-1.04,2:18:00 AM,6/30/2022
-1.13,2:24:00 AM,6/30/2022
-1.28,2:36:00 AM,6/30/2022
-1.35,2:42:00 AM,6/30/2022
-1.42,2:48:00 AM,6/30/2022
-1.48,2:54:00 AM,6/30/2022
-1.53,3:00:00 AM,6/30/2022
-1.6,3:06:00 AM,6/30/2022
-1.66,3:12:00 AM,6/30/2022
-1.74,3:18:00 AM,6/30/2022
-1.81,3:24:00 AM,6/30/2022
-1.87,3:30:00 AM,6/30/2022
-1.87,3:36:00 AM,6/30/2022
-1.93,3:42:00 AM,6/30/2022
-1.95,3:48:00 AM,6/30/2022
-2.01,3:54:00 AM,6/30/2022
-2,4:00:00 AM,6/30/2022
-2.02,4:06:00 AM,6/30/2022
-2.02,4:12:00 AM,6/30/2022
-1.99,4:18:00 AM,6/30/2022
-1.95,4:24:00 AM,6/30/2022
-1.89,4:30:00 AM,6/30/2022
-1.84,4:36:00 AM,6/30/2022
-1.74,4:42:00 AM,6/30/2022
-1.66,4:48:00 AM,6/30/2022
-1.55,4:54:00 AM,6/30/2022
-1.52,5:00:00 AM,6/30/2022
-1.47,5:06:00 AM,6/30/2022
-1.42,5:12:00 AM,6/30/2022
-1.42,5:18:00 AM,6/30/2022
-1.38,5:24:00 AM,6/30/2022
-1.33,5:30:00 AM,6/30/2022
-1.29,5:36:00 AM,6/30/2022
-1.22,5:42:00 AM,6/30/2022
-1.18,5:48:00 AM,6/30/2022
-1.15,5:54:00 AM,6/30/2022
-1.07,6:00:00 AM,6/30/2022
-1.05,6:06:00 AM,6/30/2022
